,,label,label,window_index,window_index,window_start_sec,window_start_sec,window_end_sec,window_end_sec
chb12,chb12_19.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb12,chb12_20.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb12,chb12_21.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb12,chb12_23.edf,1798,116,0,1797,0.0,3594.0,4.0,3598.0
chb12,chb12_24.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb12,chb12_27.edf,1798,129,0,1797,0.0,3594.0,4.0,3598.0
chb12,chb12_28.edf,1798,19,0,1797,0.0,3594.0,4.0,3598.0
chb12,chb12_29.edf,1810,126,0,1809,0.0,3618.0,4.0,3622.0
chb12,chb12_32.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb12,chb12_33.edf,1798,27,0,1797,0.0,3594.0,4.0,3598.0
chb12,chb12_34.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb12,chb12_35.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb12,chb12_36.edf,1798,16,0,1797,0.0,3594.0,4.0,3598.0
chb12,chb12_37.edf,1806,0,0,1805,0.0,3610.0,4.0,3614.0
chb12,chb12_38.edf,1798,109,0,1797,0.0,3594.0,4.0,3598.0
chb12,chb12_39.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb12,chb12_40.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb12,chb12_41.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb12,chb12_42.edf,1798,90,0,1797,0.0,3594.0,4.0,3598.0
chb13,chb13_02.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb13,chb13_03.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb13,chb13_04.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb13,chb13_05.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb13,chb13_06.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb13,chb13_07.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb13,chb13_08.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb13,chb13_09.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb13,chb13_10.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb13,chb13_11.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb13,chb13_12.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb13,chb13_13.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb13,chb13_14.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb13,chb13_15.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb13,chb13_16.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb13,chb13_18.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb13,chb13_19.edf,1798,24,0,1797,0.0,3594.0,4.0,3598.0
chb13,chb13_21.edf,1798,38,0,1797,0.0,3594.0,4.0,3598.0
chb13,chb13_22.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb13,chb13_24.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb13,chb13_30.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb13,chb13_36.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb13,chb13_37.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb13,chb13_38.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb13,chb13_39.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb13,chb13_40.edf,1798,53,0,1797,0.0,3594.0,4.0,3598.0
chb13,chb13_47.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb13,chb13_55.edf,1798,25,0,1797,0.0,3594.0,4.0,3598.0
chb13,chb13_56.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb13,chb13_58.edf,1798,11,0,1797,0.0,3594.0,4.0,3598.0
chb13,chb13_59.edf,1798,33,0,1797,0.0,3594.0,4.0,3598.0
chb13,chb13_60.edf,1798,14,0,1797,0.0,3594.0,4.0,3598.0
chb13,chb13_62.edf,1798,101,0,1797,0.0,3594.0,4.0,3598.0
chb14,chb14_01.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb14,chb14_02.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb14,chb14_03.edf,1798,10,0,1797,0.0,3594.0,4.0,3598.0
chb14,chb14_04.edf,1798,26,0,1797,0.0,3594.0,4.0,3598.0
chb14,chb14_06.edf,1798,9,0,1797,0.0,3594.0,4.0,3598.0
chb14,chb14_07.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb14,chb14_11.edf,1798,23,0,1797,0.0,3594.0,4.0,3598.0
chb14,chb14_12.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb14,chb14_13.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb14,chb14_14.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb14,chb14_16.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb14,chb14_17.edf,1798,12,0,1797,0.0,3594.0,4.0,3598.0
chb14,chb14_18.edf,1798,13,0,1797,0.0,3594.0,4.0,3598.0
chb14,chb14_19.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb14,chb14_20.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb14,chb14_22.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb14,chb14_24.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb14,chb14_25.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb14,chb14_26.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb14,chb14_27.edf,1798,10,0,1797,0.0,3594.0,4.0,3598.0
chb14,chb14_29.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb14,chb14_30.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb14,chb14_32.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb14,chb14_37.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb14,chb14_39.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb14,chb14_42.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb15,chb15_01.edf,1799,0,0,1798,0.0,3596.0,4.0,3600.0
chb15,chb15_02.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb15,chb15_03.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb15,chb15_04.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb15,chb15_05.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb15,chb15_06.edf,1798,65,0,1797,0.0,3594.0,4.0,3598.0
chb15,chb15_07.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb15,chb15_08.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb15,chb15_09.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb15,chb15_10.edf,1798,18,0,1797,0.0,3594.0,4.0,3598.0
chb15,chb15_11.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb15,chb15_12.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb15,chb15_13.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb15,chb15_14.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb15,chb15_15.edf,1798,81,0,1797,0.0,3594.0,4.0,3598.0
chb15,chb15_16.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb15,chb15_17.edf,1798,20,0,1797,0.0,3594.0,4.0,3598.0
chb15,chb15_19.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb15,chb15_20.edf,1798,30,0,1797,0.0,3594.0,4.0,3598.0
chb15,chb15_22.edf,1798,105,0,1797,0.0,3594.0,4.0,3598.0
chb15,chb15_26.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb15,chb15_28.edf,1798,98,0,1797,0.0,3594.0,4.0,3598.0
chb15,chb15_29.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb15,chb15_30.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb15,chb15_31.edf,1798,62,0,1797,0.0,3594.0,4.0,3598.0
chb15,chb15_32.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb15,chb15_33.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb15,chb15_35.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb15,chb15_37.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb15,chb15_40.edf,1798,129,0,1797,0.0,3594.0,4.0,3598.0
chb15,chb15_45.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb15,chb15_46.edf,1798,56,0,1797,0.0,3594.0,4.0,3598.0
chb15,chb15_49.edf,1811,73,0,1810,0.0,3620.0,4.0,3624.0
chb15,chb15_50.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb15,chb15_51.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb15,chb15_52.edf,1803,38,0,1802,0.0,3604.0,4.0,3608.0
chb15,chb15_54.edf,1798,216,0,1797,0.0,3594.0,4.0,3598.0
chb15,chb15_61.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb15,chb15_62.edf,1798,56,0,1797,0.0,3594.0,4.0,3598.0
chb15,chb15_63.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb16,chb16_01.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb16,chb16_02.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb16,chb16_03.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb16,chb16_04.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb16,chb16_05.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb16,chb16_06.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb16,chb16_07.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb16,chb16_08.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb16,chb16_09.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb16,chb16_10.edf,1798,7,0,1797,0.0,3594.0,4.0,3598.0
chb16,chb16_11.edf,1798,7,0,1797,0.0,3594.0,4.0,3598.0
chb16,chb16_12.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb16,chb16_13.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb16,chb16_14.edf,1798,10,0,1797,0.0,3594.0,4.0,3598.0
chb16,chb16_15.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb16,chb16_16.edf,1798,6,0,1797,0.0,3594.0,4.0,3598.0
chb16,chb16_17.edf,1798,27,0,1797,0.0,3594.0,4.0,3598.0
chb16,chb16_18.edf,1798,12,0,1797,0.0,3594.0,4.0,3598.0
chb16,chb16_19.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb17,chb17a_03.edf,1798,48,0,1797,0.0,3594.0,4.0,3598.0
chb17,chb17a_04.edf,1798,60,0,1797,0.0,3594.0,4.0,3598.0
chb17,chb17a_05.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb17,chb17a_06.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb17,chb17a_08.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb17,chb17b_57.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb17,chb17b_58.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb17,chb17b_59.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb17,chb17b_60.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb17,chb17b_63.edf,1810,47,0,1809,0.0,3618.0,4.0,3622.0
chb17,chb17b_67.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb17,chb17b_68.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb17,chb17b_69.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb17,chb17c_02.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb17,chb17c_03.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb17,chb17c_04.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb17,chb17c_05.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb17,chb17c_06.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb17,chb17c_07.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb17,chb17c_08.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb17,chb17c_13.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb18,chb18_01.edf,1804,0,0,1803,0.0,3606.0,4.0,3610.0
chb18,chb18_02.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb18,chb18_03.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb18,chb18_04.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb18,chb18_05.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb18,chb18_06.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb18,chb18_07.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb18,chb18_08.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb18,chb18_09.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb18,chb18_10.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb18,chb18_11.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb18,chb18_12.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb18,chb18_13.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb18,chb18_14.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb18,chb18_15.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb18,chb18_16.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb18,chb18_17.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb18,chb18_18.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb18,chb18_19.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb18,chb18_20.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb18,chb18_21.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb18,chb18_22.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb18,chb18_23.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb18,chb18_24.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb18,chb18_25.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb18,chb18_26.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb18,chb18_27.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb18,chb18_28.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb18,chb18_29.edf,1798,27,0,1797,0.0,3594.0,4.0,3598.0
chb18,chb18_30.edf,1798,17,0,1797,0.0,3594.0,4.0,3598.0
chb18,chb18_31.edf,1135,36,0,1134,0.0,2268.0,4.0,2272.0
chb18,chb18_32.edf,1798,30,0,1797,0.0,3594.0,4.0,3598.0
chb18,chb18_33.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb18,chb18_34.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb18,chb18_35.edf,1798,37,0,1797,0.0,3594.0,4.0,3598.0
chb18,chb18_36.edf,1798,25,0,1797,0.0,3594.0,4.0,3598.0
chb19,chb19_01.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb19,chb19_02.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb19,chb19_03.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb19,chb19_04.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb19,chb19_05.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb19,chb19_06.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb19,chb19_07.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb19,chb19_08.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb19,chb19_09.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb19,chb19_10.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb19,chb19_11.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb19,chb19_12.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb19,chb19_13.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb19,chb19_14.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb19,chb19_15.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb19,chb19_16.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb19,chb19_17.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb19,chb19_18.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb19,chb19_19.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb19,chb19_20.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb19,chb19_21.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb19,chb19_22.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb19,chb19_23.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb19,chb19_24.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb19,chb19_25.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb19,chb19_26.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb19,chb19_27.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb19,chb19_28.edf,1804,41,0,1803,0.0,3606.0,4.0,3610.0
chb19,chb19_29.edf,1798,41,0,1797,0.0,3594.0,4.0,3598.0
chb19,chb19_30.edf,1665,43,0,1664,0.0,3328.0,4.0,3332.0
chb20,chb20_01.edf,1801,0,0,1800,0.0,3600.0,4.0,3604.0
chb20,chb20_02.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb20,chb20_03.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb20,chb20_04.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb20,chb20_05.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb20,chb20_06.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb20,chb20_07.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb20,chb20_08.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb20,chb20_11.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb20,chb20_12.edf,1798,17,0,1797,0.0,3594.0,4.0,3598.0
chb20,chb20_13.edf,1798,40,0,1797,0.0,3594.0,4.0,3598.0
chb20,chb20_14.edf,1798,21,0,1797,0.0,3594.0,4.0,3598.0
chb20,chb20_15.edf,1798,47,0,1797,0.0,3594.0,4.0,3598.0
chb20,chb20_16.edf,1733,20,0,1732,0.0,3464.0,4.0,3468.0
chb20,chb20_17.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb20,chb20_21.edf,1807,0,0,1806,0.0,3612.0,4.0,3616.0
chb20,chb20_22.edf,369,0,0,368,0.0,736.0,4.0,740.0
chb20,chb20_23.edf,1480,0,0,1479,0.0,2958.0,4.0,2962.0
chb20,chb20_25.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb20,chb20_26.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb20,chb20_27.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb20,chb20_28.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb20,chb20_29.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb20,chb20_30.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb20,chb20_31.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb20,chb20_34.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb20,chb20_59.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb20,chb20_60.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb20,chb20_68.edf,1082,22,0,1081,0.0,2162.0,4.0,2166.0
chb21,chb21_01.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb21,chb21_02.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb21,chb21_03.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb21,chb21_04.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb21,chb21_05.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb21,chb21_06.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb21,chb21_07.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb21,chb21_08.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb21,chb21_09.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb21,chb21_10.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb21,chb21_11.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb21,chb21_12.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb21,chb21_13.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb21,chb21_14.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb21,chb21_15.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb21,chb21_16.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb21,chb21_17.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb21,chb21_18.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb21,chb21_19.edf,1798,31,0,1797,0.0,3594.0,4.0,3598.0
chb21,chb21_20.edf,1493,27,0,1492,0.0,2984.0,4.0,2988.0
chb21,chb21_21.edf,1798,43,0,1797,0.0,3594.0,4.0,3598.0
chb21,chb21_22.edf,1798,8,0,1797,0.0,3594.0,4.0,3598.0
chb21,chb21_23.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb21,chb21_24.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb21,chb21_25.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb21,chb21_26.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb21,chb21_27.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb21,chb21_28.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb21,chb21_29.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb21,chb21_30.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb21,chb21_31.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb21,chb21_32.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb21,chb21_33.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb22,chb22_01.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb22,chb22_02.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb22,chb22_03.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb22,chb22_04.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb22,chb22_05.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb22,chb22_06.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb22,chb22_07.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb22,chb22_08.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb22,chb22_09.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb22,chb22_10.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb22,chb22_11.edf,1804,0,0,1803,0.0,3606.0,4.0,3610.0
chb22,chb22_15.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb22,chb22_16.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb22,chb22_17.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb22,chb22_18.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb22,chb22_19.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb22,chb22_20.edf,1798,31,0,1797,0.0,3594.0,4.0,3598.0
chb22,chb22_21.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb22,chb22_22.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb22,chb22_23.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb22,chb22_24.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb22,chb22_25.edf,1798,39,0,1797,0.0,3594.0,4.0,3598.0
chb22,chb22_26.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb22,chb22_27.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb22,chb22_28.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb22,chb22_29.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb22,chb22_30.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb22,chb22_38.edf,1798,38,0,1797,0.0,3594.0,4.0,3598.0
chb22,chb22_51.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb22,chb22_54.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb22,chb22_77.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb23,chb23_06.edf,3741,59,0,3740,0.0,7480.0,4.0,7484.0
chb23,chb23_07.edf,1278,0,0,1277,0.0,2554.0,4.0,2558.0
chb23,chb23_08.edf,5169,38,0,5168,0.0,10336.0,4.0,10340.0
chb23,chb23_09.edf,7211,132,0,7210,0.0,14420.0,4.0,14424.0
chb23,chb23_10.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb23,chb23_16.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb23,chb23_17.edf,6292,0,0,6291,0.0,12582.0,4.0,12586.0
chb23,chb23_19.edf,7198,0,0,7197,0.0,14394.0,4.0,14398.0
chb23,chb23_20.edf,2503,0,0,2502,0.0,5004.0,4.0,5008.0
chb24,chb24_01.edf,1798,30,0,1797,0.0,3594.0,4.0,3598.0
chb24,chb24_02.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb24,chb24_03.edf,1798,32,0,1797,0.0,3594.0,4.0,3598.0
chb24,chb24_04.edf,1798,47,0,1797,0.0,3594.0,4.0,3598.0
chb24,chb24_05.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb24,chb24_06.edf,1798,14,0,1797,0.0,3594.0,4.0,3598.0
chb24,chb24_07.edf,1798,14,0,1797,0.0,3594.0,4.0,3598.0
chb24,chb24_08.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb24,chb24_09.edf,1798,12,0,1797,0.0,3594.0,4.0,3598.0
chb24,chb24_10.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb24,chb24_11.edf,1798,36,0,1797,0.0,3594.0,4.0,3598.0
chb24,chb24_12.edf,1798,0,0,1797,0.0,3594.0,4.0,3598.0
chb24,chb24_13.edf,1798,11,0,1797,0.0,3594.0,4.0,3598.0
chb24,chb24_14.edf,1798,16,0,1797,0.0,3594.0,4.0,3598.0
